H,L,nu,dp,u_b,structured,hmax,order,condense,constitutive,threads,solver,it_max,tol_min,damp_fix,damp_newton,linesearch,inverse,model,tau_y,kappa,law,Velocity,Stress,Strain rate,Pressure,converged?,it
2.0,1.0,1.0,-2.0,1.0,False,0.125,2,True,True,24,newton,50,1e-08,1.0,1.0,none,pardiso,Bingham,0.2,1e-08,G1,7.7044882011549e-05,0.0313312267252568,0.0020167771482906,0.0153594324520971,True,12
2.0,1.0,1.0,-2.0,1.0,False,0.125,2,True,True,24,newton,50,1e-08,1.0,1.0,none,pardiso,Bingham,0.2,1e-07,G1,7.708321207178473e-05,0.0312906411717335,0.0020167778771961,0.0154411851023877,True,13
2.0,1.0,1.0,-2.0,1.0,False,0.0625,2,True,True,24,newton,50,1e-08,1.0,1.0,none,pardiso,Bingham,0.2,1e-08,G1,2.592318431829404e-05,0.0174397566169782,0.0008025916134079,0.0092542155801522,True,18
2.0,1.0,1.0,-2.0,1.0,False,0.0625,2,True,True,24,newton,50,1e-08,1.0,1.0,none,pardiso,Bingham,0.2,1e-07,G1,2.597723028497255e-05,0.0173264856466123,0.0008025933932621,0.0094420018024421,True,15
2.0,1.0,1.0,-2.0,1.0,False,0.03125,2,True,True,24,newton,200,1e-08,1.0,0.3,none,pardiso,Bingham,0.2,1e-08,G1,7.099895742720034e-06,0.0081848810971907,0.0002796385500636,0.0043762834482537,True,74
2.0,1.0,1.0,-2.0,1.0,False,0.03125,2,True,True,24,newton,200,1e-08,1.0,0.3,none,pardiso,Bingham,0.2,1e-07,G1,7.15916868705087e-06,0.0080922831603755,0.0002796399696025,0.0044041534987889,True,71
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,200,1e-08,1.0,0.3,none,pardiso,Bingham,0.2,1e-08,G1,2.247212675830972e-06,0.0088045958446014,0.0001102093711878,0.0048448265460921,True,76
2.0,1.0,1.0,-2.0,1.0,False,0.015625,2,True,True,24,newton,200,1e-08,1.0,0.3,none,pardiso,Bingham,0.2,1e-07,G1,2.313647842328861e-06,0.0080492982485095,0.0001102112026469,0.0044219544553664,True,73
2.0,1.0,1.0,-2.0,1.0,False,0.0078125,2,True,True,24,newton,200,1e-08,1.0,0.3,none,pardiso,Bingham,0.2,1e-08,G1,6.403230212927538e-07,0.0049947206231066,4.181278436306269e-05,0.0028569581533686,True,76
2.0,1.0,1.0,-2.0,1.0,False,0.0078125,2,True,True,24,newton,200,1e-08,1.0,0.3,none,pardiso,Bingham,0.2,1e-07,G1,7.174096422527405e-07,0.004266959502805,4.182116072913069e-05,0.002451640233485,True,74
2.0,1.0,1.0,-2.0,1.0,False,0.00390625,2,True,True,24,newton,200,1e-08,1.0,0.3,none,pardiso,Bingham,0.2,1e-08,G1,1.481808120986278e-07,0.0027044893975929,1.4925051571033378e-05,0.0015708926151446,True,75
